BBANDS_60:Real Middle Band,high,STOCH_daily:SlowD,close,STOCH_daily:SlowK,open,BBANDS_60:Real Lower Band,EMA_60:EMA,AROON_60:Aroon Down,OBV_daily:OBV,low,AROON_60:Aroon Up,RSI_60:RSI,price_change_1m,WMA_60:WMA,price_change_1d,SMA_60:SMA,MACD_daily:MACD,volume,BBANDS_60:Real Upper Band,date,MACD_daily:MACD_Hist,price_change_1w,AD_daily:Chaikin A/D,ADX_60:ADX,volume_change_1w,MACD_daily:MACD_Signal,volume_change_1m,CCI_60:CCI,volume_change_1d,
6.198,2.78,16.5868,2.68,36.2856,2.36,-0.5185,6.7789,96.6667,-87162432.0,2.25,1.6667,38.8872,1533.95522388,4.473,-5.22388059701,6.198,-0.9476,32092704.0,12.9145,2014-12-18,0.0054,702.23880597,-292360680.876,16.1644,-89.1785871331,-0.953,-90.1685411114,-85.454,-35.9692969467,
6.0292,2.72,35.6444,2.54,60.5983,2.65,-0.549,6.6357,95.0,-107711616.0,2.41,0.0,39.122,1526.77165354,4.3488,-20.4724409449,6.0292,-0.8991,20549184.0,12.6074,2014-12-19,0.0431,875.590551181,-295675065.392,16.318,-82.8585212921,-0.9422,-86.532521194,-84.1279,21.9398687559,
5.8442,2.508,51.8724,2.02,58.7332,2.43,-0.5592,6.4811,93.3333,-132769264.0,1.92,0.0,38.6593,1643.06930693,4.2141,833.663366337,5.8442,-0.8899,25057648.0,12.2476,2014-12-22,0.0419,1104.95049505,-312209703.868,16.4848,-90.839531308,-0.9317,-85.2940148253,-91.4332,-86.526859983,
5.9307,22.73,59.478,18.86,59.1026,20.4,-0.9753,6.8637,91.6667,-129393212.0,18.15,100.0,56.1352,100.106044539,4.6175,10.65747614,5.9307,0.4221,3376052.0,12.8367,2014-12-23,1.0831,44.4326617179,-314539032.322,16.4999,12.8504537252,-0.661,-9.69759944456,285.9435,-43.7578864307,
6.0417,21.7299,60.7641,20.87,64.4566,18.55,-1.4238,7.2409,90.0,-127494449.0,18.37,98.3333,56.3068,99.664590321,5.0254,9.3435553426,6.0417,1.4628,1898763.0,13.5072,2014-12-24,1.699,52.0843315764,-313612171.048,16.5148,62.4572945649,-0.2362,53.6295999027,277.1547,47.827137984,
6.2092,23.65,71.0438,22.82,89.5723,23.42,-2.1753,7.7255,88.3333,-124687562.0,22.0212,100.0,59.013,51.3584574934,5.5493,-5.78439964943,6.2092,2.5528,2806887.0,14.5938,2014-12-26,2.2312,62.0946538124,-313665937.547,16.5747,82.1658656013,0.3216,14.4788871087,304.0341,23.7272465903,
6.3647,22.7,82.1594,21.5,92.4494,22.63,-2.7293,8.1581,86.6667,-128160446.0,20.92,98.3333,57.9129,41.488372093,6.0316,15.2558139535,6.3647,3.2898,3472884.0,15.4587,2014-12-29,2.3746,58.6046511628,-314875593.772,16.5959,19.8257701668,0.9152,26.2476949993,264.7214,1.42676806942,
6.5871,25.11,91.9567,24.78,93.8483,22.9,-3.3969,8.6347,85.0,-124638012.0,22.692,100.0,59.1588,37.610976594,6.5669,-1.77562550444,6.5871,3.9711,3522434.0,16.5711,2014-12-30,2.4447,26.2308313156,-312314618.184,16.6717,2.97473281259,1.5264,1.36150173431,282.7673,-34.8348897382,
6.8058,25.49,92.0118,24.34,89.7376,23.92,-3.9626,9.0913,83.3333,-126933410.0,22.5611,100.0,59.0275,37.797863599,7.0907,11.9145439606,6.8058,4.4492,2295398.0,17.5742,2014-12-31,2.3382,46.2612982744,-311821745.159,16.7548,49.1756113755,2.111,51.9631453892,259.3302,65.9794946236,
7.0233,27.5,91.7681,27.24,91.7185,22.6,-4.4356,9.523,81.6667,-123123520.0,22.26,100.0,58.7227,13.5499265786,7.5974,16.5198237885,7.0233,4.749,3809890.0,18.4822,2015-01-02,2.1104,51.4317180617,-308389935.846,16.8798,4.28658045245,2.6386,8.06760825116,258.9736,-19.0349590146,
7.3368,31.9205,91.4027,31.74,92.752,28.95,-5.2342,10.1039,80.0,-120038841.0,27.2401,100.0,62.0214,5.10396975425,8.2602,16.5406427221,7.3368,5.3271,3084679.0,19.9077,2015-01-05,2.1508,16.3201008192,-305543178.63,17.0903,94.3548745267,3.1763,-23.1052242389,294.663,65.7608457801,
7.7164,38.14,93.3975,36.99,95.722,32.52,-6.3519,10.8235,78.3333,-114925651.0,32.05,100.0,64.7854,-4.64990537983,9.0705,-7.81292241146,7.7164,6.103,5113190.0,21.7848,2015-01-06,2.3414,-7.40740740741,-302361078.45,17.4033,3.32710108562,3.7616,-43.6390980973,324.9825,-18.6142114805,
8.0976,38.47,92.1756,34.1,88.0529,33.98,-7.3182,11.5299,76.6667,-119087061.0,32.37,100.0,64.958,-11.9941348974,9.8788,-8.26979472141,8.0976,6.6668,4161410.0,23.5134,2015-01-07,2.3242,13.8709677419,-304162082.122,17.7162,-17.0298288321,4.3427,1.03885461899,283.1411,-12.8368269409,
8.4231,36.5,85.8632,31.28,73.8147,34.49,-7.9673,12.1332,75.0,-122714278.0,29.93,98.3333,62.5802,2.20588235294,10.5946,13.810741688,8.4231,6.838,3627217.0,24.8135,2015-01-08,1.9963,29.2519181586,-306298661.998,17.9441,-8.31990476445,4.8417,-46.1044100753,234.0278,-5.59776269244,
8.8061,36.18,76.5258,35.6,67.7097,34.14,-8.7701,12.8255,73.3333,-119290104.0,33.25,96.6667,64.3842,-15.4213483146,11.4086,15.8707865169,8.8061,7.159,3424174.0,26.3823,2015-01-09,1.8538,27.9494382022,-304230133.678,18.1682,-21.3186012159,5.3052,-32.2508435611,233.9922,16.033939864,
9.2447,42.47,71.6592,41.25,73.453,36.98,-9.6974,13.5985,71.6667,-115316900.0,36.4,100.0,65.9672,-30.0121212121,12.3133,-10.496969697,9.2447,7.5802,3973204.0,28.1869,2015-01-12,1.82,6.15757575758,-301854066.047,18.4866,-20.5884973437,5.7602,-34.7573645854,251.4586,50.8914216335,
9.6541,44.3,70.7606,36.92,71.1191,44.27,-10.3852,14.2932,70.0,-121312124.0,34.789,100.0,64.4767,-19.3932827736,13.1508,-7.23185265439,9.6541,7.6953,5995224.0,29.6934,2015-01-13,1.5481,11.917659805,-305162753.964,18.8254,-53.8389724888,6.1472,-63.8132119834,217.3692,-11.8746689031,
10.0139,39.76,66.9659,34.25,56.3256,39.34,-10.7846,14.8541,68.3333,-126595435.0,31.4002,98.3333,61.504,-9.78773722628,13.8638,13.3722627737,10.0139,7.4275,5283311.0,30.8125,2015-01-14,1.0242,2.80291970803,-306843974.079,19.0558,-30.2525632127,6.4033,-63.2053460415,174.5314,-34.6483862108,
10.4793,40.64,57.6262,38.83,45.434,38.66,-11.514,15.611,66.6667,-123142706.0,37.94,96.6667,64.6982,-27.427246974,14.7794,4.12052536698,10.4793,7.6547,3452729.0,32.4725,2015-01-15,1.0011,-2.80710790626,-308020459.516,19.2953,-11.7030036241,6.6536,-31.5390811153,186.0973,-3.68673591238,
10.9655,42.95,51.4375,40.43,52.5528,40.23,-12.2315,16.3875,65.0,-119817270.0,39.2935,95.0,65.3042,-25.1051199604,15.7242,12.6638634677,10.9655,7.8534,3325436.0,34.1625,2015-01-16,0.9599,3.06702943359,-309278695.727,19.5642,-12.2803145212,6.8935,-4.67583799538,181.7323,-18.9824131332,
11.534,46.0,57.6082,45.55,74.8378,43.74,-13.0402,17.2525,63.3333,-117123082.0,42.7701,100.0,66.793,-37.7167947311,16.7669,-3.86388583974,11.534,8.197,2694188.0,36.1081,2015-01-20,1.0428,-24.1712403952,-307335233.508,19.8703,19.2675863748,7.1542,-19.7202645101,189.175,17.1106470669,
12.0805,48.5,69.0606,43.79,79.791,47.88,-13.5558,18.0114,61.6667,-120278263.0,40.4,100.0,64.8633,-38.1365608586,17.7134,-5.64055720484,12.0805,8.1837,3155181.0,37.7167,2015-01-21,0.8236,-30.5320849509,-307849411.153,20.2038,38.9598885135,7.3601,-18.4135236616,172.1899,-12.2884867778,
12.6205,45.75,73.9186,41.32,67.1271,45.46,-14.0263,18.758,60.0,-123045720.0,40.78,98.3333,65.0281,-35.3097773475,18.6543,-14.7870280736,12.6205,8.1103,2767457.0,39.2672,2015-01-22,0.6001,-17.4733785092,-310015489.167,20.5317,29.0134589264,7.5101,-12.1678132668,152.4695,33.1537942595,
13.0712,40.49,60.9981,35.21,36.0763,39.68,-14.1329,19.2803,58.3333,-126730694.0,34.69,96.6667,60.4119,-23.6296506674,19.3779,7.18545867651,13.0712,7.4746,3684974.0,40.2752,2015-01-23,-0.0285,-4.74297074695,-313039709.208,20.6836,-5.34101461774,7.503,-40.7607217853,115.3613,-17.2679101671,
13.4785,37.75,42.2543,37.74,23.5597,33.13,-14.1107,19.6964,56.6667,-123682038.0,31.97,95.0,58.5248,-25.8081611023,19.9976,10.413354531,13.4785,6.6743,3048656.0,41.0676,2015-01-26,-0.663,-18.0418653948,-310001602.191,20.7635,35.0515440246,7.3373,-12.3387814171,104.9641,-4.31645944967,
13.9991,42.1,30.6956,41.67,32.4509,38.47,-14.2127,20.2867,55.0,-120764976.0,37.7,93.3333,61.1262,-31.4374850012,20.7917,-17.1106311495,13.9991,6.4284,2917062.0,42.2109,2015-01-27,-0.7271,-19.9424046076,-307654693.218,20.9038,-18.686781426,7.1555,-37.1103185328,121.3564,10.1551149753,
14.4745,40.65,31.1411,34.54,37.4125,39.36,-14.0652,20.7163,53.3333,-123978269.0,33.39,91.6667,58.3278,-15.4892877823,21.4275,-11.9281991893,14.4745,5.8186,3213293.0,43.0141,2015-01-28,-1.0695,2.11349160394,-309850000.832,20.9391,-10.3150568591,6.8881,-45.4469604857,96.3217,36.4468163968,
14.8813,32.99,33.7545,30.42,31.3999,31.7,-13.7248,20.9567,51.6667,-128362705.0,28.05,90.0,55.1468,-8.11965811966,21.8726,12.097304405,14.8813,4.8486,4384436.0,43.4874,2015-01-29,-1.6316,-1.34779750164,-310027508.363,20.8576,-4.10075549056,6.4802,-58.9802428408,66.9036,-18.5666753945,
15.317,34.54,31.6685,34.1,26.193,31.5,-13.4005,21.2532,50.0,-124792313.0,30.0,88.3333,56.0372,-20.8211143695,22.3683,-1.642228739,15.317,4.1889,3570392.0,44.0344,2015-01-30,-1.8331,-6.24633431085,-307149174.724,20.8004,-45.2466283814,6.022,-35.5257349893,75.0424,-2.30319247858,
15.7725,36.0,30.198,33.54,33.0012,31.5,-13.0666,21.5771,48.3333,-128280472.0,31.13,86.6667,56.5455,-25.4621347645,22.8867,-7.77877161598,15.7725,3.7145,3488159.0,44.6115,2015-02-02,-1.846,-10.2265951103,-307184987.445,20.7656,-33.4935993457,5.5605,-28.0778198471,75.2495,18.0352443796,
16.2276,34.03,31.3981,30.931,35.0001,32.77,-12.6426,21.8581,46.6667,-132397729.0,30.15,85.0,55.9747,-18.8839675407,23.3581,7.85296304678,16.2276,3.2222,4117257.0,45.0979,2015-02-03,-1.8706,-6.66321813068,-309644730.158,20.7107,-37.0400487509,5.0928,-56.277346787,64.4368,-42.3898726749,
16.6988,34.3,36.9707,33.36,42.9108,32.48,-12.2264,22.1723,45.0,-130025772.0,31.44,83.3333,56.5617,-41.2772781775,23.8569,5.72541966427,16.6988,2.9028,2371957.0,45.624,2015-02-04,-1.752,-10.7913669065,-308831961.675,20.6606,-8.53632675466,4.6548,145.614359788,68.0527,21.4963003124,
17.1756,36.152,45.4504,35.27,58.4402,32.64,-11.8126,22.5011,43.3333,-127143932.0,32.2,81.6667,56.9059,-53.2180323221,24.3651,-14.9135242416,17.1756,2.68,2881840.0,46.1639,2015-02-05,-1.5798,-12.3966543805,-307236449.044,20.6389,-32.5439302668,4.2599,124.672292702,72.3723,45.9012644699,
17.6221,33.27,50.7412,30.01,50.8727,30.85,-11.3172,22.7469,41.6667,-131348573.0,30.0,80.0,55.6086,-51.316227924,24.7856,6.53115628124,17.6221,2.2995,4204641.0,46.5614,2015-02-06,-1.5683,-6.09796734422,-311415373.585,20.5705,-43.7818829241,3.8678,122.558406294,54.9245,-53.5058997903,
18.0803,32.5,49.5319,31.97,39.2826,31.3,-10.8301,23.0221,40.0,-129393663.0,31.1401,78.3333,56.1356,-47.8573662809,25.2288,-5.81795433219,18.0803,2.0661,1954910.0,46.9907,2015-02-09,-1.4414,-5.28620581795,-310984255.481,20.5033,62.1529379869,3.5074,426.870444164,56.5951,18.6678159097,
18.5166,31.25,34.12,30.11,12.2045,31.06,-10.2995,23.2453,38.3333,-131713512.0,29.83,76.6667,55.3675,-47.4925273995,25.614,-4.11823314513,18.5166,1.7552,2319849.0,47.3328,2015-02-10,-1.4018,-5.77881102624,-312389234.453,20.4094,-6.7660438244,3.157,202.664182022,48.2703,11.7410227993,
18.9271,30.89,22.1742,28.87,15.0355,30.61,-9.7258,23.4071,36.6667,-134305735.0,28.18,75.0,54.4138,-41.9466574299,25.9309,3.08278489782,18.9271,1.3599,2592223.0,47.58,2015-02-11,-1.4377,-6.16556979564,-313661432.457,20.2825,-0.695233396201,2.7976,139.255380421,41.7857,-16.3081648454,
19.36,30.7,13.9828,29.76,14.7085,29.94,-9.1166,23.5977,35.0,-132136256.0,29.2201,73.3333,54.9116,-46.2701612903,26.2683,3.82291666667,19.36,1.1177,2169479.0,47.8366,2015-02-12,-1.3439,-10.1814516129,-314247964.349,20.1578,12.0415546774,2.4616,92.2120472242,42.94,-10.3943389173,
19.8073,32.0,21.3154,30.8977,34.2021,31.01,-8.533,23.8352,33.3333,-130192280.0,30.84,71.6667,55.6783,-51.5821566007,26.6447,-8.79580033465,19.8073,1.0445,1943976.0,48.1476,2015-02-13,-1.1337,-12.9708683818,-315998548.254,20.0562,12.2931558826,2.1782,157.438466319,47.7198,21.5946081639,
20.1833,29.465,27.6261,28.18,33.9676,28.8,-7.9747,23.9668,31.6667,-132556050.0,27.85,70.0,53.9562,-35.3442157559,26.9084,7.45209368346,20.1833,0.7367,2363770.0,48.3413,2015-02-17,-1.1532,-0.638750887154,-317396319.369,19.894,13.0604500438,1.8899,187.827115159,33.3559,34.1054332697,
20.5541,30.66,37.9969,30.28,45.8212,28.24,-7.3581,24.0613,30.0,-129386106.0,26.85,68.3333,53.3945,-39.5640686922,27.127,-6.30779392338,20.5541,0.4073,3169944.0,48.4664,2015-02-18,-1.186,-5.64729194188,-314858700.156,19.7541,-42.1273372653,1.5934,26.3823272588,35.6596,-31.768920839,
20.941,30.91,38.1594,28.37,34.6894,30.16,-6.7329,24.1928,28.3333,-131548993.0,28.071,66.6667,53.9893,-27.9168135354,27.3735,-4.51180824815,20.941,0.2421,2162887.0,48.6149,2015-02-19,-1.081,2.89037715897,-316566001.941,19.6207,-18.9532786502,1.3231,101.858303277,33.5859,19.0168973229,
21.3035,29.7067,38.0343,27.09,33.5922,28.84,-6.1036,24.2826,26.6667,-134123194.0,26.932,65.0,53.3435,-18.0140273164,27.5699,-1.32890365449,21.3035,0.019,2574201.0,48.7107,2015-02-20,-1.0433,3.1746031746,-318847037.007,19.4658,-30.1342435964,1.0623,49.131050761,26.2575,-5.57388486758,
21.6497,28.39,28.2097,26.73,16.3475,26.0,-5.4597,24.3389,25.0,-136553912.0,26.0,63.3333,52.8178,-16.1990273101,27.7239,0.598578376356,21.6497,-0.2304,2430718.0,48.7591,2015-02-23,-1.0341,1.0101010101,-319792881.25,19.2941,-5.29613060832,0.8037,14.7781026018,20.4792,-10.193119893,
21.9855,27.45,21.8062,26.89,15.479,26.07,-4.8007,24.374,23.3333,-134370960.0,25.41,61.6667,52.4848,-20.119003347,27.8472,4.12792859799,21.9855,-0.4702,2182952.0,48.7717,2015-02-24,-1.0192,-7.02863518036,-318808412.701,19.1131,14.9251105842,0.549,35.8705551015,16.7064,22.4254587366,
22.3553,28.88,20.483,28.0,29.6225,27.9,-4.11,24.4762,21.6667,-131698471.0,27.49,60.0,53.535,-28.5714285714,28.0276,2.03571428571,22.3553,-0.4868,2672489.0,48.8207,2015-02-25,-0.8286,-10.3928571429,-319519794.665,18.96,-32.640545948,0.3418,65.4660131436,23.5455,-31.3549653525,
22.7673,29.9,31.0759,28.57,48.1262,29.82,-3.2673,24.5937,20.0,-129863940.0,28.06,58.3333,53.8195,-33.4266713336,28.2147,2.17010850543,22.7673,-0.4488,1834531.0,48.8019,2015-02-26,-0.6325,-31.4319215961,-320337357.393,18.8269,217.567105707,0.1837,109.815042646,26.0248,-4.44702215444,
23.1855,30.2,47.7367,29.19,65.4613,29.45,-2.4097,24.7296,18.3333,-128110991.0,28.74,56.6667,54.16,-41.4182939363,28.4105,-4.24803014731,23.1855,-0.3596,1752949.0,48.7807,2015-02-27,-0.4347,-43.4737923947,-321009721.393,18.7012,269.360203862,0.075,108.987426331,27.5446,2.5976796815,
23.5858,30.05,60.3425,27.95,67.4401,29.7,-1.4997,24.8149,16.6667,-129909476.0,27.33,55.0,53.3309,-39.3202146691,28.5464,-3.39892665474,23.5858,-0.3982,1798485.0,48.6713,2015-03-02,-0.3786,-47.7280858676,-321988308.82,18.5473,420.314709325,-0.0196,79.1935434546,20.4231,27.9957297392,
23.9647,29.0,60.764,27.0,49.3906,28.08,-0.5859,24.8662,15.0,-132211460.0,26.38,53.3333,52.7773,-26.4074074074,28.638,-7.40740740741,23.9647,-0.4996,2301984.0,48.5153,2015-03-03,-0.384,-38.2592592593,-323200804.209,18.3757,347.433301013,-0.1156,142.543909949,12.5716,8.98251247619,
24.3232,27.21,46.8895,25.0,23.8377,26.8,0.3649,24.8667,13.3333,-134720220.0,24.88,51.6667,51.9121,-23.84,28.668,0.36,24.3232,-0.6931,2508760.0,48.2814,2015-03-04,-0.462,-36.76,-325451151.162,18.1755,179.873403594,-0.2311,50.5096541718,-1.0126,-28.2444713723,
24.6828,26.5,27.5076,25.09,9.2944,25.54,1.378,24.8566,11.6667,-132920046.0,24.56,50.0,51.7281,-13.0729374253,28.6758,-21.9214826624,24.6828,-0.8622,1800174.0,47.9877,2015-03-05,-0.5049,-33.2004782782,-326267724.935,17.9719,244.524084894,-0.3573,114.557926067,-5.8649,223.627993738,
24.9623,22.7,12.5879,19.5899,4.6316,22.21,2.332,24.6761,10.0,-138745913.0,19.35,48.3333,48.861,3.11435995079,28.5009,-15.7729238026,24.9623,-1.4006,5825867.0,47.5926,2015-03-06,-0.8346,-18.3763061578,-331259188.655,17.6769,-28.4226708231,-0.566,-47.7218927243,-43.6071,11.1370376289,
25.1787,20.04,5.9795,16.5,4.0125,20.0,3.1337,24.4064,8.3333,-145220609.0,16.45,46.6667,47.3746,17.1515151515,28.2218,-11.4545454545,25.1787,-2.0377,6474696.0,47.2236,2015-03-09,-1.1774,-9.33333333333,-337553531.007,17.4405,-22.7061471303,-0.8603,-44.8843312489,-68.7124,44.5285153156,
25.345,16.93,4.3215,14.61,4.3202,16.44,3.8221,24.0376,6.6667,-154578391.0,13.16,45.0,45.7683,27.65229295,27.8278,14.0999315537,25.345,-2.7762,9357782.0,46.8679,2015-03-10,-1.5327,24.7091033539,-339713019.16,17.2658,-27.2950470528,-1.2435,-70.3047581147,-93.7208,10.0671398415,
25.5185,16.79,6.8921,16.67,12.3435,14.43,4.5637,23.6839,5.0,-144278548.0,13.25,43.3333,45.8194,22.3155368926,27.4312,-5.15896820636,25.5185,-3.3159,10299843.0,46.4733,2015-03-11,-1.6579,9.77804439112,-330111470.601,17.0939,-61.1037857567,-1.658,-59.9032431854,-93.0663,-31.830494892,
25.7347,17.6,12.7112,15.81,21.47,17.3,5.4739,23.4179,3.3333,-151299900.0,15.57,41.6667,47.1256,21.4421252372,27.105,6.00885515497,25.7347,-3.5159,7021352.0,45.9954,2015-03-12,-1.4863,29.348513599,-335472601.438,16.9088,-37.8187135469,-2.0296,-56.7056458642,-91.9944,-11.6689634703,
25.949,16.76,23.0951,16.76,35.4717,16.49,6.4394,23.137,1.6667,-145097867.0,14.85,40.0,46.7697,15.0357995227,26.7482,-4.59427207637,25.949,-3.6899,6202033.0,45.4586,2015-03-13,-1.3283,32.5178997613,-329270568.438,16.7394,-38.102022353,-2.3616,-51.0984059582,-99.197,-32.7639823909,
26.177,16.968,34.963,15.99,47.9474,16.55,7.4986,22.8866,0.0,-149267867.0,15.5,38.3333,47.1362,36.5228267667,26.4056,-6.44152595372,26.177,-3.7324,4170000.0,44.8554,2015-03-16,-1.0966,40.0875547217,-330656780.973,16.5687,-33.0951558753,-2.6358,-15.2408872902,-104.9413,20.0129976019,
26.3917,16.64,45.0702,14.96,51.7916,14.96,8.5602,22.6188,0.0,-154272409.0,14.72,36.6667,46.7435,42.2459893048,26.0299,21.7914438503,26.3917,-3.7854,5004542.0,44.2232,2015-03-17,-0.9197,43.5828877005,-334410187.473,16.4148,-40.7340571825,-2.8657,-36.8585976499,-117.5932,35.947924905,
26.5963,18.3,55.5715,18.22,66.9757,15.01,9.6164,22.3536,3.3333,-147468838.0,14.53,35.0,46.6472,14.6432491767,25.641,0.439077936334,26.5963,-3.7989,6803571.0,43.5763,2015-03-18,-0.7465,9.76948408342,-327895362.191,16.2293,-35.0038237273,-3.0523,-68.6473765027,-109.4767,-41.1154965532,
26.8382,18.88,64.4619,18.3,74.6183,17.34,10.8592,22.1755,1.6667,-143462589.0,16.92,33.3333,48.0169,16.1202185792,25.3238,11.7486338798,26.8382,-3.5755,4006249.0,42.8172,2015-03-19,-0.4185,3.93442622951,-326260158.518,16.0352,-3.92204778085,-3.157,-42.8118921215,-106.6934,8.97892267805,
27.1191,20.99,77.8853,20.45,92.0618,18.95,12.356,22.0641,0.0,-139096622.0,18.7772,31.6667,49.0505,6.89535452323,25.0595,8.60635696822,27.1191,-3.2116,4365967.0,41.8823,2015-03-20,-0.0437,-16.3814180929,-324025086.475,15.8018,-16.0909141091,-3.1679,-43.2155808782,-93.732,-12.0714151069,
27.1625,22.22,86.4687,22.21,92.7258,21.12,12.4899,22.021,85.0,-135257689.0,20.75,30.0,50.1218,-10.7158937416,24.8507,0.85547050878,27.1625,-2.7326,3838933.0,41.835,2015-03-23,0.3483,-23.6380009005,-320238383.855,15.5483,-16.050397337,-3.0808,-13.2760847871,-76.81,-27.3253271156,
27.2128,22.5,93.8466,22.4,96.752,22.44,12.6408,22.0003,83.3333,-132467757.0,21.39,28.3333,50.4654,-5.17857142857,24.6614,-4.10714285714,27.2128,-2.275,2789932.0,41.7848,2015-03-24,0.6447,-11.2946428571,-317951142.306,15.2934,100.123945673,-2.9197,26.2384172804,-73.5336,6.3104405412,
27.2019,23.31,93.1567,21.48,89.9923,22.85,12.6134,21.9795,81.6667,-135433746.0,21.366,26.6667,50.4522,-8.33333333333,24.4697,-6.89013035382,27.2019,-1.8925,2965989.0,41.7904,2015-03-25,0.8217,-11.3594040968,-320569268.399,15.0502,27.307484957,-2.7142,18.0843556736,-73.7102,49.0922926552,
27.1785,22.99,84.1463,20.0,65.6945,22.54,12.5455,21.8989,80.0,-139855807.0,19.52,25.0,49.4365,7.15,24.2178,-4.9,27.1785,-1.7186,4422061.0,41.8116,2015-03-26,0.7966,9.05,-323767935.001,14.824,-12.655750339,-2.5151,-12.1176302181,-86.4029,-12.9563793896,
27.1072,20.09,64.2053,19.02,36.9291,19.7,12.3461,21.7845,78.3333,-143704929.0,18.41,23.3333,48.8353,25.3943217666,23.9303,-10.094637224,27.1072,-1.6512,3849122.0,41.8682,2015-03-27,0.6911,6.2039957939,-324821861.263,14.6231,-20.8740850511,-2.3423,-1.96169412141,-101.861,-4.82393127576,
27.012,18.14,39.0185,17.1,14.4319,17.77,12.0625,21.6227,76.6667,-147368372.0,16.85,21.6667,48.001,37.6023391813,23.594,-0.818713450292,27.012,-1.7041,3663443.0,41.9615,2015-03-30,0.5106,13.0409356725,-327065365.115,14.4552,-2.58966769785,-2.2147,8.73891036383,-117.4881,-12.0289574589,
26.9117,17.88,20.0651,16.96,8.8343,17.49,11.7565,21.4462,75.0,-150591141.0,16.24,20.0,47.6771,26.7688679245,23.2409,17.1580188679,26.9117,-1.7747,3222769.0,42.0668,2015-03-31,0.352,9.96462264151,-327458385.725,14.3017,-13.7755141619,-2.1267,10.5331160874,-116.6133,73.2461122718,
26.7478,19.98,15.2922,19.87,22.6105,17.55,11.3991,21.3139,73.3333,-145007819.0,17.41,18.3333,48.3568,8.45495722194,22.9293,-4.17715148465,26.7478,-1.7165,5583322.0,42.0965,2015-04-01,0.3281,2.6170105687,-322353013.468,14.1073,-26.0314379146,-2.0447,-63.6804755305,-91.8208,-32.3713373508,
26.5167,20.07,25.6693,19.04,45.563,19.54,11.0768,21.2111,71.6667,-148783745.0,18.18,16.6667,48.8019,21.6386554622,22.6484,14.5483193277,26.5167,-1.59,3775926.0,41.9565,2015-04-02,0.3638,0.840336134454,-322692647.024,13.9144,-19.4939466504,-1.9537,-27.431125504,-88.1855,2.29056395703,
26.3265,22.07,47.3962,21.81,74.0151,21.5,10.8986,21.2029,70.0,-144921329.0,20.96,15.0,50.3725,2.70518110958,22.4662,-7.38193489225,26.3265,-1.2509,3862416.0,41.7543,2015-04-06,0.5623,-11.6001834021,-320639651.132,13.6841,-21.4767906927,-1.8132,-20.0038007299,-61.1728,-21.146427521,
26.161,21.563,66.1029,20.2,78.7307,21.25,10.6784,21.1634,68.3333,-147966982.0,20.0,13.3333,49.8356,5.64356435644,22.2588,-4.30693069307,26.161,-1.0476,3045653.0,41.6436,2015-04-07,0.6125,8.06930693069,-322905866.384,13.4767,16.0491690944,-1.66,29.9576150008,-68.6183,17.1693557999,
25.9211,20.76,73.656,19.33,68.2222,20.35,10.4392,21.0878,66.6667,-151535554.0,18.856,11.6667,49.2002,11.2260734609,22.0193,-3.51784790481,25.9211,-0.9676,3568572.0,41.403,2015-04-08,0.5539,10.0879461976,-324697649.384,13.2953,-11.4509108966,-1.5216,-10.7613913913,-74.9114,-22.1308691544,
25.6176,18.96,62.4519,18.65,40.4028,18.96,10.2558,20.9928,65.0,-154314370.0,18.19,10.0,48.8315,18.3378016086,21.7658,9.32975871314,25.6176,-0.947,2778816.0,40.9794,2015-04-09,0.4596,12.0,-324156321.592,13.13,-23.237162878,-1.4067,27.4868505148,-82.0552,48.6209594302,
25.3678,20.54,48.4289,20.39,36.6617,19.82,10.1237,20.9537,63.3333,-150184467.0,19.8,8.3333,49.757,10.0539480137,21.5751,-5.83619421285,25.3678,-0.7917,4129903.0,40.6119,2015-04-10,0.4919,4.21775380088,-321700703.592,12.9346,-44.5241692117,-1.2837,-36.5050462444,-63.6818,-26.3941792337,
25.1593,20.5,36.6578,19.2,32.909,20.17,9.9087,20.886,61.6667,-153224316.0,18.89,6.6667,49.245,22.9166666667,21.3627,0.416666666667,25.1593,-0.7336,3039849.0,40.4099,2015-04-13,0.4401,13.8546875,-323569927.511,12.7606,-18.4436792749,-1.1736,-16.745733094,-68.1961,-0.228827155559,
24.8428,20.18,37.5299,19.28,43.0191,19.25,9.8808,20.8225,60.0,-150191423.0,18.95,5.0,49.28,32.6763485477,21.1591,13.2261410788,24.8428,-0.6749,3032893.0,39.8047,2015-04-14,0.399,2.85269709544,-324975414.511,12.5895,9.7721878088,-1.0739,11.759201528,-66.3809,16.5374116396,
24.5138,22.0,43.9643,21.83,55.9647,19.8,9.9752,20.781,58.3333,-146656968.0,19.5546,3.3333,49.6358,16.307833257,20.9857,-2.51946862116,24.5138,-0.573,3534455.0,39.0524,2015-04-15,0.4007,-2.7027027027,-321932377.97,12.3832,-0.353350092164,-0.9737,2.1174410199,-47.8078,-10.5961739504,
24.1397,22.65,55.3851,21.28,67.1714,22.05,10.3642,20.7659,56.6667,-149816906.0,20.3223,1.6667,50.088,21.522556391,20.8483,-1.84210526316,24.1397,-0.4254,3159938.0,37.9151,2015-04-16,0.4387,-7.47180451128,-322492090.32,12.1867,10.8366366682,-0.8641,-12.5760062381,-42.5078,-32.4955742803,
