BBANDS_60:Real Middle Band,high,STOCH_daily:SlowD,close,STOCH_daily:SlowK,open,BBANDS_60:Real Lower Band,EMA_60:EMA,AROON_60:Aroon Down,OBV_daily:OBV,low,AROON_60:Aroon Up,RSI_60:RSI,price_change_1m,WMA_60:WMA,price_change_1d,SMA_60:SMA,MACD_daily:MACD,volume,BBANDS_60:Real Upper Band,date,MACD_daily:MACD_Hist,price_change_1w,AD_daily:Chaikin A/D,ADX_60:ADX,volume_change_1w,MACD_daily:MACD_Signal,volume_change_1m,CCI_60:CCI,volume_change_1d,
110.6215,179.33,92.2106,177.38,90.4369,166.6,49.6626,110.984,0.0,-164477141.0,162.75,55.0,59.0567,72.5222685759,123.0416,-5.33882061112,110.6215,6.4687,1049790.0,171.5805,2016-06-09,4.8364,-3.3994813395,-328541966.992,21.2405,-12.4123872394,1.6323,-29.118680879,131.146,35.7419102868,
112.3543,187.42,88.0733,167.91,82.4427,181.4,51.222,112.755,0.0,-165902146.0,165.0,100.0,59.2788,59.627181228,124.8245,1.33404800191,112.3543,8.5104,1425005.0,173.4867,2016-06-10,5.5025,4.90143529272,-329597055.44,21.2472,-28.4750579823,3.0079,-39.0988101796,127.2657,-36.8304672615,
113.7793,182.64,81.788,170.15,72.4844,182.0,52.2119,114.3204,10.0,-165001977.0,160.5,98.3333,58.6318,78.5777255363,126.4031,-5.9770790479,113.7793,9.6541,900169.0,175.3468,2016-06-13,5.3169,-5.94769321187,-329712524.273,21.2321,-4.77354807819,4.3372,-14.3393073967,117.5545,-0.255285396409,
115.0437,171.09,67.6191,159.98,47.9302,169.67,53.5043,115.5558,8.3333,-165899848.0,152.0,96.6667,57.4278,88.4860607576,127.6562,13.1203900488,115.0437,9.7621,897871.0,176.5831,2016-06-14,4.3399,2.20027503438,-329859739.371,21.1767,-31.1023521196,5.4221,-24.6966435045,90.8169,25.5580144586,
116.3592,185.4,58.3496,180.97,54.6343,158.94,54.7143,116.895,6.6667,-164772499.0,156.4001,95.0,57.8831,57.6393877438,129.0122,-9.33856440294,116.3592,10.0864,1127349.0,178.004,2016-06-15,3.7314,-9.66458529038,-329076816.116,21.1679,-48.6063322006,6.355,-53.0334439468,118.7034,8.77918018289,
117.6821,197.6,48.7203,164.07,43.5963,197.31,55.9029,118.2517,5.0,-165998820.0,158.2744,100.0,58.0773,73.5539708661,130.3864,4.43713049308,117.6821,10.3751,1226321.0,179.4612,2016-06-16,3.2161,14.3109648321,-329941679.643,21.1966,12.0019962147,7.159,-46.6094114021,113.0374,-25.0207735169,
119.2516,175.75,49.4873,171.35,50.2312,172.81,58.0392,119.6205,3.3333,-165079334.0,160.0,98.3333,58.2575,55.272833382,131.7739,2.79544791363,119.2516,10.6207,919486.0,180.464,2016-06-17,2.7694,9.98540997957,-329535938.202,21.2248,-11.1821169653,7.8514,-47.9122031222,100.2971,10.8482347746,
120.7437,179.8299,44.8138,176.14,40.614,156.5,60.58,120.751,1.6667,-164060100.0,154.1,96.6667,57.3995,16.872941978,132.9165,-9.14613375724,120.7437,10.2214,1019234.0,180.9075,2016-06-20,1.8961,0.823208811173,-328809038.92,21.224,-24.3657491803,8.3254,4.32216743162,100.4861,-15.8977231921,
122.3417,168.998,42.3934,160.03,36.335,164.38,63.3585,121.988,0.0,-164917299.0,158.48,95.0,57.868,47.6473161282,134.1537,2.16834343561,122.3417,10.1415,857199.0,181.3249,2016-06-21,1.4529,19.8712741361,-329413593.226,21.2233,6.80472095744,8.6886,-2.28033397146,80.1418,-27.8333269171,
123.7705,164.86,35.8404,163.5,30.5721,160.0,66.1472,122.9735,5.0,-164298687.0,152.045,93.3333,56.9326,40.0122324159,135.1276,-0.0122324159021,123.7705,9.45,618612.0,181.3938,2016-06-22,0.6092,21.7737003058,-328926282.407,21.1914,0.467013249016,8.8409,-15.4064259988,72.2979,-6.34096978397,
125.2346,171.217,31.1838,163.48,26.6444,161.14,68.5105,124.176,3.3333,-164878073.0,159.65,91.6667,57.7533,20.9933936873,136.304,14.7235135796,125.2346,9.4072,579386.0,181.9588,2016-06-23,0.4531,45.6080254465,-329121982.338,21.1806,29.8358952408,8.9542,44.2982743801,82.4138,137.061993214,
127.0613,212.24,32.9926,187.55,41.7614,209.68,70.2415,126.0617,1.6667,-163504569.0,181.69,100.0,59.9999,16.8328445748,138.155,0.485203945615,127.0613,11.0247,1373504.0,183.881,2016-06-24,1.6564,38.2298053852,-329968564.345,21.2905,-45.9847222869,9.3683,-49.8348020828,155.2763,-40.5412725409,
128.8779,197.99,40.6501,188.46,53.5446,188.4,73.0216,127.6662,0.0,-162687901.0,175.0,98.3333,59.0309,35.3762071527,139.7267,-5.76780218614,128.8779,11.6326,816668.0,184.7343,2016-06-27,1.8115,55.9322933248,-329828959.942,21.3669,23.9795118702,9.8211,58.022476698,133.7297,-5.60546023598,
130.5771,183.77,49.7593,177.59,53.9718,172.0,75.79,129.1198,0.0,-163458791.0,172.0,96.6667,58.5993,46.3595923194,141.1406,8.01846950842,130.5771,11.737,770890.0,185.3643,2016-06-28,1.5327,48.4430429641,-329867602.686,21.4279,-15.528804369,10.2043,10.8996095422,105.4984,18.7625990738,
132.4943,199.68,54.0746,191.83,54.7075,186.89,78.2163,130.966,0.0,-162543262.0,185.4301,95.0,59.9329,52.0408695199,142.939,3.78981389772,132.4943,12.7564,915529.0,186.7723,2016-06-29,2.0417,56.8628473127,-329960768.856,21.5318,-10.4559222045,10.7147,31.9862068815,141.0975,-32.1156402473,
134.4012,200.0,55.2235,199.1,56.9911,194.76,80.5797,132.817,0.0,-161921761.0,187.42,93.3333,60.1265,53.9829231542,144.7399,19.5580110497,134.4012,13.5684,621501.0,188.2227,2016-06-30,2.283,53.7016574586,-329428194.867,21.6347,19.7270800851,11.2855,24.9071200207,145.5834,21.0377778958,
136.6152,240.99,62.1507,238.04,74.7534,214.08,80.8681,135.4735,0.0,-161169510.0,213.84,100.0,62.5677,28.1297260965,147.3444,8.91026718199,136.6152,16.1576,752251.0,192.3623,2016-07-01,3.8977,12.5987229037,-328839416.46,21.8388,15.366413604,12.2599,4.95246932207,234.3048,-1.37573761949,
139.1485,263.9,72.5826,259.25,86.0034,245.0,79.6863,138.7366,0.0,-160427608.0,235.0,100.0,64.3457,15.0781099325,150.5702,13.3539054966,139.1485,19.69,741902.0,198.6106,2016-07-05,5.9441,17.2034715526,-328336258.01,22.0906,3.93434712401,13.7459,-14.1905534693,278.218,36.4736852037,
141.9986,295.66,85.7012,293.87,96.3468,272.87,74.6229,143.0436,5.0,-159415107.0,270.1,100.0,66.9906,5.66917344404,154.8637,-10.2936672678,141.9986,25.0331,1012501.0,209.3744,2016-07-06,9.0298,2.60999761799,-327465570.53,22.4025,-33.2220906448,16.0033,-34.880064316,336.8154,-35.6859894459,
144.5196,280.0,90.0851,263.62,87.9051,279.42,71.6628,146.7799,3.3333,-160066287.0,257.0,98.3333,65.1561,5.59517487292,158.6342,14.1453607465,144.5196,27.8891,651180.0,217.3764,2016-07-07,9.5086,8.21637205068,-327741897.348,22.6504,-18.6896096317,18.3805,27.4338892472,266.2235,25.894837065,
147.0306,301.7,91.1813,300.91,89.292,265.48,69.2049,150.4388,1.6667,-159246485.0,258.3759,100.0,65.2577,-2.78488584627,162.3672,1.69818218072,147.0306,29.9186,819802.0,224.8562,2016-07-08,9.2305,-5.37037652454,-326951992.96,22.9366,-20.1343739098,20.6881,-18.0567990808,289.4044,-9.23357103301,
150.2224,315.04,87.758,306.02,86.0769,288.41,65.995,154.851,0.0,-158502380.0,285.01,100.0,67.1441,-1.72864518659,166.8911,-12.4142212927,150.2224,33.2923,744105.0,234.4499,2016-07-11,10.0834,-13.0579700673,-326654896.092,23.2427,-35.6354277958,23.2089,-21.0208236741,299.0517,16.6293735427,
153.0194,307.9,81.438,268.03,68.9452,298.01,64.9058,158.4775,51.6667,-159370225.0,265.4619,98.3333,64.529,17.8860575309,170.6694,13.364175652,153.0194,33.9968,867845.0,241.133,2016-07-12,8.6303,-23.1951647204,-327417707.514,23.4601,22.5203809436,25.3665,-14.7933098652,236.2649,-11.1487650444,
155.8442,312.7199,72.6135,303.85,62.8183,283.88,62.8853,162.3963,50.0,-158599134.0,278.0,96.6667,65.4078,0.776699029126,174.7672,-0.760243541221,155.8442,35.1615,771091.0,248.8031,2016-07-13,7.836,-22.2379463551,-327040598.067,23.6833,8.63205510115,27.3255,-6.10991439402,250.9925,-12.3155373361,
158.2647,302.28,63.4656,301.54,58.6332,273.74,61.0455,165.9738,48.3333,-159275261.0,271.51,95.0,64.5658,1.8339192147,178.5595,-5.39231942694,158.2647,35.1556,676127.0,255.4839,2016-07-14,6.2641,-24.0830403927,-326396991.963,23.8756,-22.6024104939,28.8915,7.46930680183,221.0183,-21.6897121399,
160.948,300.441,62.3582,285.28,65.623,284.15,59.2087,169.7779,46.6667,-159804738.0,282.0,93.3333,65.3,7.29809310151,182.6164,-0.185782389232,160.948,35.5871,529477.0,262.6873,2016-07-15,5.3565,-30.6646102075,-326738118.596,24.0646,57.8999654376,30.2306,-12.9212411493,201.0089,23.6578737131,
163.3748,289.609,58.8591,284.75,52.3211,283.83,58.1613,173.1295,45.0,-160459478.0,272.0,91.6667,64.0141,8.84284460053,186.2574,-6.5636523266,163.3748,34.722,654740.0,268.5884,2016-07-18,3.5931,-23.0482879719,-326444714.465,24.2085,5.2358187983,31.1289,-16.3116656994,175.8414,-26.8503528118,
165.8635,282.99,48.538,266.06,27.6698,280.0,58.2439,176.1416,43.3333,-160938418.0,265.0,90.0,63.1291,12.5836277531,189.5894,-22.6264752312,165.8635,33.09,478940.0,273.4831,2016-07-19,1.5689,-4.10809591821,-326867214.621,24.3209,169.453167411,31.5211,117.058086608,147.6351,122.008393536,
167.283,243.36,32.0439,205.86,16.141,243.36,60.1281,176.936,41.6667,-162001705.0,200.37,88.3333,55.8761,53.8958515496,190.7208,14.777032935,167.283,26.2787,1063287.0,274.4379,2016-07-20,-4.194,26.2605654328,-327658929.365,24.1922,-19.5970608124,30.4726,-39.5804707478,59.1757,-21.2205171323,
168.8227,239.25,19.4361,236.28,14.4976,212.4,61.9873,177.9771,40.0,-161164053.0,208.6902,86.6667,56.53,21.6226510919,192.0784,-3.11494836635,168.8227,21.3064,837652.0,275.658,2016-07-21,-7.333,23.43829355,-326984094.297,24.0657,44.257042304,28.6394,-8.13619498312,73.2932,-37.5270398686,
170.4538,234.5176,18.3534,228.92,24.4215,226.01,63.4686,179.3886,38.3333,-161687359.0,221.0274,85.0,57.4801,17.0714660143,193.79,-13.5942687402,170.4538,18.1521,523306.0,277.4389,2016-07-22,-8.3898,33.9245151145,-326895067.65,23.9413,48.3451364976,26.5419,22.9288408694,70.0316,59.7619748293,
171.4224,217.92,20.945,197.8,23.9159,217.92,64.6413,179.8798,36.6667,-162523403.0,194.37,83.3333,54.846,26.6026289181,194.5742,10.7785642063,171.4224,13.3474,836044.0,278.2036,2016-07-25,-10.5556,54.1961577351,-327487576.116,23.7308,-5.56645344025,23.903,-16.7399084259,31.3382,-17.5855576979,
172.1728,227.1799,25.7106,219.12,28.7946,211.94,65.0629,180.7369,35.0,-161834382.0,206.0211,81.6667,55.7473,-12.8833515882,195.7085,16.4339174881,172.1728,10.3604,689021.0,279.2827,2016-07-26,-10.8341,36.153705732,-327323484.73,23.5471,-7.60484803801,21.1945,124.819562829,50.5753,87.2974844018,
172.9228,262.11,33.5798,255.13,48.029,230.2,65.395,181.6963,33.3333,-160543863.0,210.0,80.0,56.052,-91.7728216987,196.9488,1.87747422882,172.9228,8.2194,1290519.0,280.4506,2016-07-27,-10.38,21.7144200996,-326378689.108,23.4495,-48.9089273385,18.5995,951.350813122,83.6481,-33.7542492594,
174.4398,267.7248,51.1164,259.92,76.5255,263.89,65.5449,183.725,31.6667,-159688949.0,243.5711,78.3333,58.5034,-92.1283471837,199.2651,12.2114496768,174.4398,9.1264,854914.0,283.3347,2016-07-28,-7.5784,7.09833795014,-326076272.886,23.3662,-2.93479812004,16.7049,2044.98054775,99.8683,41.3442755646,
176.8824,299.53,71.6929,291.66,90.5241,280.0,65.9322,186.6213,30.0,-158480577.0,272.06,76.6667,60.4092,-92.9369814167,202.4658,5.11554549818,176.8824,12.0057,1208372.0,287.8325,2016-07-29,-3.7594,0.298292532401,-325560284.405,23.3531,-44.4068548427,15.765,475.986533948,135.3365,-35.7566213054,
179.4009,308.86,86.7565,306.58,93.2198,291.75,65.8115,189.7848,28.3333,-157704278.0,283.11,75.0,61.1137,-94.3636245026,205.9486,-0.51536303738,179.4009,15.0061,776299.0,292.9903,2016-08-01,-0.6071,-1.90814795486,-324921458.16,23.3593,-24.2961796936,15.6133,1603.08090053,143.1579,1.7012774717,
181.9668,323.32,91.7071,305.0,91.3775,318.71,64.4455,193.4617,26.6667,-158493784.0,301.93,100.0,62.2763,-94.7639344262,209.966,-2.18360655738,181.9668,18.6872,789506.0,299.4881,2016-08-02,2.4592,3.59672131148,-325484336.444,23.3945,-6.33864720471,16.228,1485.49498041,148.1707,-19.3645140126,
184.603,302.065,89.3428,298.34,83.431,295.5,65.1273,196.4412,25.0,-159130406.0,284.3346,98.3333,60.555,-93.9096333043,213.3223,4.08594221358,184.603,19.9547,636622.0,304.0788,2016-08-03,2.9813,2.63792987866,-325115211.732,23.3715,13.7218003776,16.9734,2709.02466456,122.5509,3.56852260839,
187.6442,319.29,83.5538,310.53,75.8529,306.61,65.484,199.9683,23.3333,-158471066.0,304.02,96.6667,61.7576,-93.1182172415,217.2376,-10.3564872959,187.6442,22.2907,659340.0,309.8044,2016-08-04,4.2538,-1.11422406853,-325212363.991,23.3836,10.2055085388,18.0368,2832.07889708,135.5121,25.8567658568,
189.8804,287.5292,70.8064,278.37,53.1352,280.93,66.6875,202.2648,21.6667,-159300890.0,270.011,95.0,58.6177,-90.789237346,219.9382,5.08675503826,189.8804,21.1538,829824.0,313.0732,2016-08-05,2.4936,9.96156194992,-325250268.865,23.2903,-44.438579747,18.6602,1816.69727557,91.9842,-19.0464484035,
192.0724,302.61,57.7707,292.53,44.3238,279.0,67.4794,204.6994,20.0,-158629118.0,276.5201,93.3333,59.0232,-91.5461662052,222.7788,2.80313130277,192.0724,20.5414,671772.0,316.6653,2016-08-08,1.5049,5.94810788637,-325097583.696,23.2293,-18.4334863614,19.0365,2126.67348446,101.6449,-12.5167467534,
194.5119,309.0,45.8485,300.73,40.0865,294.68,68.0129,207.5289,18.3333,-158041430.0,291.0,91.6667,59.9119,-92.2422106208,226.0224,5.0676686729,194.5119,20.9825,587688.0,321.0109,2016-08-09,1.5568,-0.395703787451,-325049915.67,23.1822,76.8928410994,19.4257,2078.31927826,108.0587,25.8256081458,
196.9629,329.88,48.2863,315.97,60.4484,326.56,67.7242,210.7247,16.6667,-157301968.0,305.0,100.0,60.7488,-94.1671677691,229.6449,-3.08890084502,196.9629,22.2058,739462.0,326.2016,2016-08-10,2.2241,0.265848023547,-325137295.826,23.1766,-13.1215667607,19.9817,2890.31931323,121.4036,-2.09395479416,
199.3941,332.88,55.3651,306.21,65.5604,314.9,67.5564,213.8485,15.0,-158025946.0,306.0,100.0,60.8083,-93.1746187257,233.2199,0.280853009373,199.3941,22.9909,723978.0,331.2317,2016-08-11,2.4074,-6.15264034486,-325849961.669,23.177,6.28762199956,20.5835,3393.42977273,114.0265,0.366171347748,
202.1629,329.61,62.9529,307.07,62.8498,329.61,68.9458,216.6846,13.3333,-157299317.0,300.35,98.3333,60.2838,-94.0664994952,236.5299,-0.31588888527,202.1629,22.8934,726629.0,335.38,2016-08-12,1.8479,-12.7234832449,-326242828.066,23.1598,-11.4687137453,21.0455,2468.53194684,106.7969,-36.547811882,
205.2309,317.39,59.23,306.1,49.2796,310.28,71.5207,219.4523,11.6667,-157760379.0,301.1,96.6667,60.3299,-93.9790918001,239.7738,1.25122508984,205.2309,22.6158,461062.0,338.9411,2016-08-15,1.2563,-18.1901339432,-326420856.303,23.143,50.975573784,21.3596,3933.19466796,98.7542,18.8432358338,
208.2001,317.0,50.6776,309.93,39.9034,311.32,73.6743,222.2572,10.0,-157212438.0,305.0,95.0,60.5724,-93.9986448553,243.0449,-3.35236988998,208.2001,22.4518,547941.0,342.7258,2016-08-16,0.8738,-38.4086729261,-326518572.448,23.1264,182.704524757,21.578,3056.00913237,97.7648,89.7244411351,
210.6861,311.999,41.2187,299.54,34.4731,302.01,76.5188,224.1235,8.3333,-158252016.0,279.1801,93.3333,58.1781,-94.2077852707,245.3721,5.7655071109,210.6861,20.0077,1039578.0,344.8533,2016-08-17,-1.2562,-92.9925886359,-326268301.97,23.0301,1205.13362153,21.264,1391.30387523,80.262,-38.2025206382,
213.9481,317.17,40.568,316.81,47.3274,310.1,80.6762,226.644,6.6667,-157609583.0,301.0,91.6667,59.5522,-94.3215176289,248.3332,-9.29263596477,213.9481,19.6054,642433.0,347.2199,2016-08-18,-1.3268,-93.5418705218,-325654474.521,22.9464,2754.42046097,20.9323,1949.0340627,93.2295,19.7788718824,
217.0701,302.729,42.152,287.37,44.6555,297.0,86.0177,228.5796,5.0,-158379082.0,285.68,90.0,58.1872,-93.715419146,250.6851,-6.7404391551,217.0701,17.8447,769499.0,348.1224,2016-08-19,-2.47,-92.8315412186,-326271418.73,22.818,804.492403499,20.3147,1305.80533568,69.6894,-16.4009309954,
219.5849,277.0,42.3589,268.0,35.0939,273.5,90.9163,229.7082,3.3333,-159022376.0,263.0004,88.3333,56.2463,-91.723880597,252.191,-6.55970149254,219.5849,14.4527,643294.0,348.2535,2016-08-22,-4.6896,-93.552238806,-326455240.648,22.6266,1955.20337513,19.1423,4113.96515435,42.9405,8.20728935759,
222.1202,280.5,30.1752,250.42,10.7761,279.99,97.2615,230.3502,1.6667,-159718467.0,249.29,86.6667,55.116,-91.5781487102,253.1649,-23.7720629343,222.1202,10.5367,696091.0,346.979,2016-08-23,-6.8845,-93.6227138407,-327100925.827,22.4004,1698.2674679,17.4212,2705.97651744,30.4938,122.536133925,
223.6775,238.0999,16.6216,190.89,3.9948,237.72,102.8821,229.0108,0.0,-161267521.0,189.4982,85.0,50.6061,-90.1042485201,252.0954,-89.0041385091,223.6775,2.5789,1549054.0,344.473,2016-08-24,-11.8739,-90.4814290953,-328561259.747,22.0274,1054.43806349,14.4527,824.125240308,-34.8588,775.881796245,
222.3189,22.17,5.336,20.99,1.237,19.3,94.3589,222.1013,100.0,-174835403.0,18.27,83.3333,40.8674,-13.2920438304,245.3607,-2.52501191043,222.3189,-17.3446,13567882.0,350.2789,2016-08-25,-25.4378,1.81038589805,-323203685.829,21.9856,42.4862701489,8.0933,-19.2251598297,-248.0331,35.1555017946,
220.9317,23.99,2.0641,20.46,0.9605,22.3,86.1945,215.4612,98.3333,-193173142.0,19.58,81.6667,40.9558,-16.9599217986,238.7135,0.684261974585,220.9317,-32.6519,18337739.0,355.6689,2016-08-26,-32.5962,25.3176930596,-334222962.099,21.9403,-13.2651304504,-0.0558,-20.631769271,-239.2206,-62.0451572574,
219.1172,21.33,1.0303,20.6,0.8933,19.47,76.715,209.0281,96.6667,-186213082.0,19.25,80.0,40.9401,-10.3883495146,232.101,-16.1165048544,219.1172,-44.2991,6960060.0,361.5193,2016-08-29,-35.3947,20.0485436893,-332148328.83,21.8963,114.914368554,-8.9044,227.197150599,-229.9221,89.9552590064,
217.1179,20.3768,0.8461,17.28,0.6844,19.78,66.9745,202.7173,100.0,-199434082.0,16.55,78.3333,40.8101,4.16666666667,225.4594,-7.58101851852,217.1179,-53.1349,13221000.0,367.2612,2016-08-30,-35.3844,35.0115740741,-340325255.453,21.8573,-3.17131079343,-17.7505,10.6755389154,-221.6795,-5.32049012934,
214.963,16.89,1.3985,15.97,2.6179,16.5,57.2056,196.5758,100.0,-211951660.0,15.4,76.6667,40.7541,9.14214151534,218.8457,13.7758296807,214.963,-59.5438,12517578.0,372.7204,2016-08-31,-33.4346,15.4038822793,-343265626.124,21.8209,76.6497880021,-26.1092,21.4940861563,-213.0201,42.8620536657,
212.507,18.4,5.6289,18.17,13.5845,15.57,47.1572,190.629,100.0,-194068791.0,15.2,75.0,40.7442,-9.08090258668,212.2961,17.6114474408,212.507,-63.9024,17882869.0,377.8568,2016-09-01,-30.2345,15.024766098,-327953419.543,21.7814,41.4295603239,-33.6678,-5.22057730222,-200.5746,8.10552266529,
210.112,21.42,20.9141,21.37,46.5401,20.5,37.9273,185.0035,98.3333,-174736422.0,19.05,73.3333,41.0246,-46.7477772578,205.9533,19.9812821713,210.112,-66.2818,19332369.0,382.2968,2016-09-02,-26.0912,-14.7402901263,-309436762.315,21.735,-3.45881562679,-40.1906,87.2351184689,-186.9865,-17.727548031,
207.7345,25.64,45.9287,25.64,77.6615,23.09,29.2979,179.6706,96.6667,-158831208.0,22.35,71.6667,41.2668,-55.7332293292,199.7972,-3.54914196568,207.7345,-67.1275,15905214.0,386.1711,2016-09-06,-21.5495,-28.120124805,-293531548.315,21.6789,16.9146671022,-45.578,99.7136599357,-174.153,-5.95430529888,
205.4254,25.18,73.676,24.73,96.8266,25.02,21.1142,174.4994,95.0,-173789377.0,21.95,70.0,41.2459,-59.8463404772,193.7059,-5.66114031541,205.4254,-67.057,14958169.0,389.7365,2016-09-07,-17.1832,-24.7877072382,-282741290.182,21.6244,15.6095241336,-49.8738,93.7562879521,-166.1407,-14.4165238406,
203.2674,24.88,88.069,23.33,89.719,24.11,13.5518,169.5165,93.3333,-186591098.0,22.52,68.3333,41.289,-55.3793399057,187.709,-21.0030004286,203.2674,-66.1921,12801721.0,392.9829,2016-09-08,-13.0547,-25.6322331762,-286755389.139,21.5709,21.1029907619,-53.1375,211.044772808,-158.8249,72.7289244938,
200.9599,22.5,81.6706,18.43,58.4663,22.0,5.7324,164.5471,91.6667,-208703373.0,17.95,66.6667,41.0437,-41.2371134021,181.633,13.4020618557,200.9599,-65.1247,22112275.0,396.1873,2016-09-09,-9.5898,-2.38741182854,-304202217.106,21.5264,-40.4689431549,-55.5349,-28.6690220703,-154.0076,14.3783848564,
198.6045,21.47,63.7918,20.9,43.19,17.18,-1.9632,159.7078,90.0,-183411710.0,16.95,65.0,40.9896,-53.2057416268,175.5999,-12.8229665072,198.6045,-63.6261,25291663.0,399.1722,2016-09-12,-6.4729,-13.5885167464,-285289424.863,21.4844,-57.2283641451,-57.1531,-14.1003262617,-146.4139,-26.2061257103,
196.2246,20.51,41.3441,18.22,22.3759,19.75,-9.4426,155.0358,88.3333,-202075408.0,17.21,63.3333,41.0101,-42.5356750823,169.6525,1.15257958288,196.2246,-61.7061,18663698.0,401.8918,2016-09-13,-3.6423,21.7343578485,-292528677.42,21.4431,45.2455188677,-58.0637,9.34722047046,-140.4351,-0.365254517084,
193.9601,20.239,30.6941,18.43,26.5164,19.05,-16.4498,150.5503,86.6667,-183479880.0,18.23,61.6667,41.0921,-39.175257732,163.8166,0.922409115572,193.9601,-59.4172,18595528.0,404.37,2016-09-14,-1.0828,14.4329896907,-307421760.821,21.4026,5.03681315207,-58.3344,47.1822580139,-133.6527,-7.00415712853,
191.6076,19.819,23.389,18.6,21.2748,18.15,-23.4415,146.1825,85.0,-166186812.0,17.33,60.0,41.041,-44.3548387097,158.0255,-6.72043010753,191.6076,-57.0187,17293068.0,406.6568,2016-09-15,1.0526,1.55913978495,-307067423.148,21.3644,-17.2200155577,-58.0713,66.7571017474,-127.9898,-10.3498176263,
189.3569,19.0,22.2907,17.35,19.0809,17.7,-30.0834,141.947,83.3333,-181690079.0,17.0,58.3333,41.0219,-37.8097982709,152.3006,3.68876080692,189.3569,-54.516,15503267.0,408.7972,2016-09-16,2.8442,4.89913544669,-317144546.698,21.3274,-29.3088676084,-57.3602,10.6080479682,-123.004,-15.0909869513,
186.9902,18.76,20.8724,17.99,22.2615,18.58,-36.7024,137.8717,81.6667,-168526408.0,17.65,56.6667,41.0767,-31.29516398,146.6709,0.389105058366,186.9902,-51.8821,13163671.0,410.6828,2016-09-19,4.3825,-5.55864369094,-322243986.815,21.2911,10.5644390535,-56.2646,111.804814933,-117.4044,-17.8218750681,
184.252,18.47,21.5342,18.06,23.2603,17.8,-43.6161,133.9218,80.0,-157708750.0,17.4,55.0,41.0618,-24.6400885936,141.1106,22.8128460687,184.252,-49.2471,10817658.0,412.1202,2016-09-20,5.6139,2.21483942414,-319716496.628,21.2559,110.518006763,-54.8611,206.377434007,-111.422,150.591995051,
181.651,22.5,32.4087,22.18,51.7044,19.27,-50.1096,130.1519,78.3333,-130600565.0,18.94,53.3333,41.1956,-39.4950405771,135.6905,-4.91433724076,181.651,-46.4987,27108185.0,413.4117,2016-09-21,6.6899,-18.8458070334,-297481693.201,21.2094,-46.02215899,-53.1886,-14.2705090732,-104.0069,-27.9474077663,
179.1274,23.72,45.8517,21.09,62.5904,23.18,-56.2678,126.5594,76.6667,-150132715.0,20.58,51.6667,41.3398,-36.2731152205,130.4095,-10.4314841157,179.1274,-43.6846,19532150.0,414.5226,2016-09-22,7.6032,-17.3541963016,-310669004.666,21.16,-22.1380288396,-51.2878,-11.5994040595,-98.8966,-26.7095583436,
176.341,21.2,57.945,18.89,59.5403,20.75,-62.6205,123.0082,75.0,-164447914.0,18.25,50.0,41.1938,-34.2509264161,125.1348,-3.65272631022,176.341,-41.1679,14315199.0,415.3026,2016-09-23,8.0959,-12.5463208047,-318772863.083,21.1163,18.4005894714,-49.2638,81.9078449416,-95.5088,-23.4419654243,
173.5174,19.99,51.4988,18.2,32.3658,19.44,-68.8337,119.5653,73.3333,-175407349.0,18.0,48.3333,41.178,-25.989010989,119.9433,-6.64835164835,173.5174,-38.7469,10959435.0,415.8684,2016-09-26,8.4135,-37.4725274725,-327529396.576,21.0738,230.281478927,-47.1604,83.4333886738,-91.5428,32.8019099525,
170.2234,17.8199,35.8286,16.99,15.5798,17.49,-75.199,116.1763,71.6667,-189961688.0,16.2,46.6667,41.0622,-26.603884638,114.7854,8.65214832254,170.2234,-36.5521,14554339.0,415.6457,2016-09-27,8.4866,-33.1959976457,-327887886.684,21.0359,118.250275743,-45.0388,61.9730308604,-88.4519,56.4696136321,
166.5692,19.12,22.3336,18.46,19.0554,17.03,-81.4022,112.8836,70.0,-167188570.0,15.75,45.0,41.0328,-38.3531960997,109.7207,-2.49187432286,166.5692,-34.4519,22773118.0,414.5406,2016-09-28,8.4695,-46.2080173348,-314034803.034,20.9945,27.2658096269,-42.9214,-8.67266397162,-84.3427,-35.7469934508,
162.3545,18.55,21.0775,18.0,28.5974,17.74,-87.0271,109.7471,68.3333,-181820983.0,17.22,43.3333,41.1725,-37.1111111111,104.824,-3.16666666667,162.3545,-32.2966,14632413.0,411.7361,2016-09-29,8.4998,-42.1666666667,-311504385.748,20.9538,172.129306356,-40.7965,118.905876973,-80.8827,3.93444334848,
158.3562,19.28,28.652,17.43,38.3032,19.1,-92.5156,106.7095,66.6667,-197029100.0,17.1,41.6667,41.1644,-30.2352266208,100.0615,-5.22088353414,158.3562,-30.2495,15208117.0,409.228,2016-09-30,8.4376,-37.8657487091,-322108210.446,20.9114,3.71370762074,-38.6871,50.1559397524,-77.7552,11.4489058705,
154.3123,17.67,33.7381,16.52,34.3136,17.18,-97.7993,103.7269,65.0,-213978380.0,15.74,40.0,41.0713,-18.7046004843,95.3856,-31.1138014528,154.3123,-28.4094,16949280.0,406.4239,2016-10-03,8.2222,-40.799031477,-325357554.28,20.8728,28.1792264922,-36.6315,81.6546779568,-75.5177,113.560599624,
149.7489,14.85,31.2904,11.38,21.2544,14.85,-102.6464,100.6936,100.0,-250175364.0,11.21,38.3333,40.7593,11.7750439367,90.6937,-0.263620386643,149.7489,-27.0053,36196984.0,402.1442,2016-10-04,7.701,-7.99648506151,-358173501.313,20.8453,-43.6189628396,-34.7063,3.99496267424,-74.8973,-12.2443875434,
